,meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
575,,Master of Illusion Express: Mind Probe,DS,"Nov 30, 2009",,/game/ds/master-of-illusion-express-mind-probe,E,['Nintendo'],"['Miscellaneous', 'General']"
576,,Electroplankton: Lumiloop,DS,"Nov 23, 2009",,/game/ds/electroplankton-lumiloop,E,['Nintendo'],"['Music Maker', 'Music', 'Action', 'Rhythm', 'Miscellaneous']"
577,,Electroplankton: Sun-Animalcule,DS,"Nov 23, 2009",,/game/ds/electroplankton-sun-animalcule,E,['Nintendo'],"['Music Maker', 'Music', 'Action', 'Rhythm', 'Miscellaneous']"
578,,Electroplankton: Varvoice,DS,"Nov 23, 2009",,/game/ds/electroplankton-varvoice,E,['Nintendo'],"['Music Maker', 'Music', 'Action', 'Rhythm', 'Miscellaneous']"
579,,Electroplankton: Marine-Crystals,DS,"Nov 23, 2009",,/game/ds/electroplankton-marine-crystals,E,['Nintendo'],"['Music Maker', 'Music', 'Action', 'Rhythm', 'Miscellaneous']"
580,,Electroplankton: Luminarrow,DS,"Nov 23, 2009",,/game/ds/electroplankton-luminarrow,E,['Nintendo'],"['Music Maker', 'Music', 'Action', 'Rhythm', 'Miscellaneous']"
581,,Super Mario Kart,WII,"Nov 23, 2009",7.4,/game/wii/super-mario-kart,E,['Nintendo'],"['Kart', 'Driving', 'Racing']"
582,59.0,Pokemon Rumble,WII,"Nov 16, 2009",8.3,/game/wii/pokemon-rumble,E10+,['Ambrella'],"['3D', 'Action', '2D', ""Beat-'Em-Up""]"
583,83.0,Art Style: DIGIDRIVE,DS,"Nov 16, 2009",6.8,/game/ds/art-style-digidrive,E,['Q-Games'],"['Miscellaneous', 'Puzzle', 'General']"
584,87.0,New Super Mario Bros. Wii,WII,"Nov 15, 2009",8.3,/game/wii/new-super-mario-bros-wii,E,['Nintendo'],"['Action', '2D', 'Platformer']"
585,,Electroplankton: Beatnes,DS,"Nov 9, 2009",,/game/ds/electroplankton-beatnes,E,['Nintendo'],"['Music Maker', 'Music', 'Action', 'Rhythm', 'Miscellaneous']"
586,,Electroplankton: Trapy,DS,"Nov 9, 2009",,/game/ds/electroplankton-trapy,E,['Nintendo'],"['Music Maker', 'Music', 'Action', 'Rhythm', 'Miscellaneous']"
587,,Electroplankton: Nanocarp,DS,"Nov 9, 2009",,/game/ds/electroplankton-nanocarp,E,['Nintendo'],"['Music Maker', 'Music', 'Action', 'Rhythm', 'Miscellaneous']"
588,,Electroplankton: Hanenbow,DS,"Nov 9, 2009",7.5,/game/ds/electroplankton-hanenbow,E,['Nintendo'],"['Music Maker', 'Music', 'Action', 'Rhythm', 'Miscellaneous']"
589,,Electroplankton: Rec-Rec,DS,"Nov 9, 2009",,/game/ds/electroplankton-rec-rec,E,['Nintendo'],"['Music Maker', 'Music', 'Action', 'Rhythm', 'Miscellaneous']"
590,70.0,Excitebike: World Rally,WII,"Nov 9, 2009",7.5,/game/wii/excitebike-world-rally,E,['Monster Games Inc.'],"['Arcade', 'Motocross', 'Other', 'Motorcycle', 'Driving', 'Racing']"
591,73.0,Style Savvy,DS,"Nov 2, 2009",8.0,/game/ds/style-savvy,E,['syn Sophia'],"['Simulation', 'Virtual', 'General', 'Career']"
592,,Sparkle Snapshots,DS,"Nov 2, 2009",,/game/ds/sparkle-snapshots,,['Nintendo'],"['Miscellaneous', 'Edutainment']"
593,,Doc Louis's Punch-Out!!,WII,"Oct 27, 2009",8.6,/game/wii/doc-louiss-punch-out!!,E10+,['Next Level Games'],"['Combat', 'Individual', 'Boxing', 'Boxing / Martial Arts', 'Traditional', 'Sports']"
594,,PictureBook Games: The Royal Bluff,DS,"Oct 26, 2009",,/game/ds/picturebook-games-the-royal-bluff,E,"['Nintendo', ' Grounding Inc.']","['Board / Card Game', 'Miscellaneous', 'Board Games']"
595,,Crash-Course Domo,DS,"Oct 19, 2009",,/game/ds/crash-course-domo,E,['Suzak'],"['Arcade', 'Other', 'Driving', 'Racing']"
596,,Hard-Hat Domo,DS,"Oct 19, 2009",,/game/ds/hard-hat-domo,E,['Suzak'],"['Action', 'Adventure', 'Puzzle', 'General']"
597,,Pro-Putt Domo,DS,"Oct 19, 2009",,/game/ds/pro-putt-domo,E,['Suzak'],"['Arcade', 'Individual', 'Golf', 'Traditional', 'Sports']"
598,,Rock-n-Roll Domo,DS,"Oct 19, 2009",,/game/ds/rock-n-roll-domo,E,['Suzak'],"['Rhythm', 'Action', 'Music', 'Miscellaneous']"
599,,White-Water Domo,DS,"Oct 19, 2009",,/game/ds/white-water-domo,E,['Suzak'],"['Arcade', 'Snow / Water', 'Other', 'Driving', 'Racing']"
600,54.0,Pokemon Mystery Dungeon: Explorers of Sky,DS,"Oct 12, 2009",8.9,/game/ds/pokemon-mystery-dungeon-explorers-of-sky,E,['ChunSoft'],"['Role-Playing', 'Console-style RPG', 'General', 'Roguelike']"
601,74.0,Pinball Pulse: The Ancients Beckon,DS,"Oct 12, 2009",,/game/ds/pinball-pulse-the-ancients-beckon,E,['Fuse Games Limited'],"['Parlor', 'Action', 'Miscellaneous', 'Pinball']"
602,80.0,Wii Fit Plus,WII,"Oct 4, 2009",7.4,/game/wii/wii-fit-plus,E,['Nintendo'],"['Exercise / Fitness', 'Other', 'Alternative', 'General', 'Sports', 'Miscellaneous']"
603,,Art Academy: Second Semester,DS,"Sep 28, 2009",,/game/ds/art-academy-second-semester,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment']"
604,,Clubhouse Games Express: Strategy Pack,DS,"Sep 21, 2009",,/game/ds/clubhouse-games-express-strategy-pack,E,['Nintendo'],"['Board / Card Game', 'Miscellaneous', 'Board Games']"
605,79.0,"You, Me, and the Cubes",WII,"Sep 21, 2009",7.0,/game/wii/you-me-and-the-cubes,E,['fyto'],"['Action', 'Miscellaneous', 'Puzzle']"
606,90.0,Mario & Luigi: Bowser's Inside Story,DS,"Sep 14, 2009",8.8,/game/ds/mario-luigi-bowsers-inside-story,E,['Alphadream Corporation'],"['Role-Playing', 'Console-style RPG', 'Action RPG', 'Japanese-Style']"
607,,Art Academy: First Semester,DS,"Sep 14, 2009",8.0,/game/ds/art-academy-first-semester,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment']"
608,,Clubhouse Games Express: Family Favorites,DS,"Sep 7, 2009",,/game/ds/clubhouse-games-express-family-favorites,E,['Nintendo'],"['Board / Card Game', 'Miscellaneous', 'Board Games']"
609,,Puzzle League Express,DS,"Aug 31, 2009",,/game/ds/puzzle-league-express,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
610,84.0,Professor Layton and the Diabolical Box,DS,"Aug 24, 2009",8.6,/game/ds/professor-layton-and-the-diabolical-box,E10+,['Level 5'],"['Miscellaneous', 'Puzzle', 'General']"
611,91.0,Metroid Prime Trilogy,WII,"Aug 24, 2009",9.0,/game/wii/metroid-prime-trilogy,T,['Retro Studios'],"['Action', 'Sci-Fi', 'Compilation', 'First-Person', 'Miscellaneous', 'Shooter']"
612,,Picture Book Games: Pop-Up Pursuit,WII,"Aug 17, 2009",,/game/wii/picture-book-games-pop-up-pursuit,E,['Grounding Inc.'],"['Board / Card Game', 'Miscellaneous', 'Board Games']"
613,93.0,Flipnote Studio,DS,"Aug 12, 2009",7.5,/game/ds/flipnote-studio,,['Nintendo'],"['Miscellaneous', 'Application', 'General']"
614,70.0,Fossil Fighters,DS,"Aug 10, 2009",8.4,/game/ds/fossil-fighters,E,['RED Entertainment'],"['Role-Playing', 'General']"
615,72.0,Rock N' Roll Climber,WII,"Aug 10, 2009",,/game/wii/rock-n-roll-climber,E,['Vitei'],"['Action', 'General']"
616,,Art Style: precipice,DS,"Aug 3, 2009",7.3,/game/ds/art-style-precipice,E,['Skip Ltd.'],"['Action', 'Miscellaneous', 'Puzzle']"
617,80.0,Wii Sports Resort,WII,"Jul 26, 2009",8.2,/game/wii/wii-sports-resort,E,['Nintendo'],"['Individual', 'Sports', 'Athletics', 'General']"
618,65.0,Art Style: ZENGAGE,DS,"Jul 20, 2009",,/game/ds/art-style-zengage,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Matching']"
619,77.0,Art Style: BASE 10,DS,"Jul 6, 2009",,/game/ds/art-style-base-10,E,['Skip Ltd.'],"['Action', 'Miscellaneous', 'Puzzle']"
620,80.0,Bit.Trip Core,WII,"Jul 6, 2009",8.1,/game/wii/bittrip-core,E,['Gaijin Games'],"['Rhythm', 'Action', 'Music', 'Miscellaneous']"
621,80.0,Art Style: BOXLIFE,DS,"Jun 22, 2009",6.8,/game/ds/art-style-boxlife,E,['Nintendo'],"['Miscellaneous', 'General']"
622,,Mario Calculator,DS,"Jun 15, 2009",5.7,/game/ds/mario-calculator,,['Nintendo'],"['Action', 'Miscellaneous', 'Edutainment', 'General']"
623,,Mario Clock,DS,"Jun 15, 2009",6.0,/game/ds/mario-clock,E,['Nintendo'],"['Miscellaneous', 'Application', 'General']"
624,82.0,Mario vs. Donkey Kong: Minis March Again!,DS,"Jun 8, 2009",8.0,/game/ds/mario-vs-donkey-kong-minis-march-again!,E,['Nintendo'],"['Action', '2D', 'Platformer']"
625,75.0,The Legendary Starfy,DS,"Jun 7, 2009",8.4,/game/ds/the-legendary-starfy,E,['TOSE'],"['Action', '2D', 'Platformer']"
626,69.0,Personal Trainer: Walking,DS,"May 26, 2009",8.3,/game/ds/personal-trainer-walking,E,['Nintendo'],"['Exercise / Fitness', 'Miscellaneous', 'General']"
627,,Photo Clock,DS,"May 25, 2009",,/game/ds/photo-clock,,['Nintendo'],"['Miscellaneous', 'Application', 'General']"
628,86.0,Punch-Out!!,WII,"May 18, 2009",8.6,/game/wii/punch-out!!,E10+,['Next Level Games'],"['Combat', 'Individual', 'Boxing', 'Boxing / Martial Arts', 'Traditional', 'Sports']"
629,83.0,Art Style: PiCTOBiTS,DS,"May 18, 2009",7.6,/game/ds/art-style-pictobits,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Matching']"
630,,The Legend of Zelda: Majora's Mask,WII,"May 18, 2009",8.7,/game/wii/the-legend-of-zelda-majoras-mask,E,['Nintendo'],"['Fantasy', 'Action Adventure']"
631,78.0,New Play Control! Donkey Kong Jungle Beat,WII,"May 4, 2009",8.7,/game/wii/new-play-control!-donkey-kong-jungle-beat,E10+,['Nintendo'],"['Action', '2D', 'Platformer']"
632,,Animal Crossing Calculator,DS,"May 4, 2009",,/game/ds/animal-crossing-calculator,,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Application']"
633,,Animal Crossing Clock,DS,"May 4, 2009",,/game/ds/animal-crossing-clock,,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Application']"
634,51.0,Paper Airplane Chase,DS,"Apr 27, 2009",7.2,/game/ds/paper-airplane-chase,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
635,,Clubhouse Games Express: Card Classics,DS,"Apr 27, 2009",,/game/ds/clubhouse-games-express-card-classics,T,['Nintendo'],"['Board / Card Game', 'Miscellaneous', 'Board Games']"
636,76.0,Dr. Mario Express,DS,"Apr 20, 2009",7.3,/game/ds/dr-mario-express,E,"['Arika', ' Nintendo']","['Miscellaneous', 'Puzzle', 'General', 'Matching']"
637,77.0,Excitebots: Trick Racing,WII,"Apr 20, 2009",8.7,/game/wii/excitebots-trick-racing,E,['Monster Games Inc.'],"['Arcade', 'General', 'Driving', 'Racing', 'Automobile']"
638,,Master of Illusion Express: Deep Psyche,DS,"Apr 20, 2009",,/game/ds/master-of-illusion-express-deep-psyche,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
639,,Master of Illusion Express: Shuffle Games,DS,"Apr 13, 2009",,/game/ds/master-of-illusion-express-shuffle-games,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
640,83.0,Rhythm Heaven,DS,"Apr 5, 2009",8.3,/game/ds/rhythm-heaven,E,['Nintendo'],"['Rhythm', 'Action', 'Music', 'Miscellaneous']"
641,70.0,Art Style: AQUIA,DS,"Apr 5, 2009",7.3,/game/ds/art-style-aquia,E,['Skip Ltd.'],"['Miscellaneous', 'Puzzle', 'General']"
642,,Nintendo DSi Browser,DS,"Apr 5, 2009",,/game/ds/nintendo-dsi-browser,,['Nintendo'],"['Miscellaneous', 'Application', 'Web Browser']"
643,,Master of Illusion Express: Funny Face,DS,"Apr 5, 2009",,/game/ds/master-of-illusion-express-funny-face,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
644,71.0,Bird & Beans,DS,"Apr 5, 2009",7.5,/game/ds/bird-beans,E,['Nintendo'],"['Action', 'Arcade', 'General']"
645,69.0,Brain Age Express: Math,DS,"Apr 5, 2009",,/game/ds/brain-age-express-math,E,['Nintendo'],"['Miscellaneous', 'Edutainment']"
646,53.0,WarioWare: Snapped!,DS,"Apr 5, 2009",5.1,/game/ds/warioware-snapped!,E,['Intelligent Systems'],"['Party / Minigame', 'Miscellaneous', 'Puzzle', 'General']"
647,,Super Punch-Out!!,WII,"Mar 30, 2009",8.4,/game/wii/super-punch-out!!,E,['Nintendo'],"['Sports', 'Boxing', 'Traditional']"
648,75.0,Bonsai Barber,WII,"Mar 30, 2009",7.0,/game/wii/bonsai-barber,E,['Zoonami Ltd.'],"['Simulation', 'Virtual', 'Miscellaneous', 'Virtual Life']"
649,83.0,Pokemon Platinum Version,DS,"Mar 22, 2009",8.9,/game/ds/pokemon-platinum-version,E,['Game Freak'],"['Role-Playing', 'Trainer', 'Console-style RPG']"
650,80.0,Bit.Trip Beat,WII,"Mar 16, 2009",8.4,/game/wii/bittrip-beat,E,['Gaijin Games'],"['Rhythm', 'Action', 'Music', 'Miscellaneous']"
651,77.0,New Play Control! Pikmin,WII,"Mar 9, 2009",8.6,/game/wii/new-play-control!-pikmin,E,['Nintendo'],"['Real-Time', 'Strategy', 'General', 'Fantasy']"
652,65.0,New Play Control! Mario Power Tennis,WII,"Mar 9, 2009",7.7,/game/wii/new-play-control!-mario-power-tennis,E,['Camelot Software Planning'],"['Tennis', 'Individual', 'Sports', 'Traditional']"
653,81.0,Fire Emblem: Shadow Dragon,DS,"Feb 16, 2009",7.1,/game/ds/fire-emblem-shadow-dragon,E10+,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
654,56.0,Lonpos,WII,"Feb 2, 2009",,/game/wii/lonpos,E,['Genki'],"['Miscellaneous', 'Puzzle', 'General']"
655,63.0,Personal Trainer: Math,DS,"Jan 13, 2009",,/game/ds/personal-trainer-math,E,['Jupiter Corporation'],"['Miscellaneous', 'Edutainment']"
656,,Kirby's Dream Land 3,WII,"Jan 5, 2009",8.1,/game/wii/kirbys-dream-land-3,E,['Hal'],"['Action', '2D', 'Platformer']"
657,85.0,Maboshi's Arcade,WII,"Dec 29, 2008",7.9,/game/wii/maboshis-arcade,E,['Mindware'],"['Action', 'Miscellaneous', 'Puzzle']"
658,,StarTropics II: Zoda's Revenge,WII,"Dec 29, 2008",,/game/wii/startropics-ii-zodas-revenge,E,['Nintendo'],"['Modern', 'Action Adventure']"
659,,Game & Watch Collection,DS,"Dec 15, 2008",,/game/ds/game-watch-collection,E,['Nintendo'],"['Compilation', 'Miscellaneous']"
660,81.0,Personal Trainer: Cooking,DS,"Nov 24, 2008",8.2,/game/ds/personal-trainer-cooking,E,['indieszero'],"['Miscellaneous', 'General']"
661,73.0,Animal Crossing: City Folk,WII,"Nov 16, 2008",7.8,/game/wii/animal-crossing-city-folk,E,['Nintendo'],"['Simulation', 'Virtual', 'Miscellaneous', 'Virtual Life']"
662,68.0,Pokemon Ranger: Shadows of Almia,DS,"Nov 10, 2008",8.2,/game/ds/pokemon-ranger-shadows-of-almia,E,"['HAL Labs', ' Creatures Inc.']","['Role-Playing', 'General']"
663,70.0,Art Style: ROTOHEX,WII,"Oct 27, 2008",,/game/wii/art-style-rotohex,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
664,63.0,Wii Music,WII,"Oct 20, 2008",4.7,/game/wii/wii-music,E,['Nintendo'],"['Rhythm', 'Action', 'Music', 'Miscellaneous']"
665,73.0,Art Style: CUBELLO,WII,"Oct 13, 2008",7.6,/game/wii/art-style-cubello,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
666,,Mario Golf,WII,"Oct 6, 2008",,/game/wii/mario-golf,E,['Camelot Software Planning'],"['Arcade', 'Sports', 'Golf', 'Traditional']"
667,82.0,Art Style: ORBIENT,WII,"Sep 29, 2008",8.2,/game/wii/art-style-orbient,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
668,78.0,Wario Land: Shake It!,WII,"Sep 22, 2008",8.5,/game/wii/wario-land-shake-it!,E,['Good-Feel'],"['Action', '2D', 'Platformer']"
669,76.0,Kirby Super Star Ultra,DS,"Sep 22, 2008",8.9,/game/ds/kirby-super-star-ultra,E,['HAL Labs'],"['Action', '2D', 'Platformer']"
670,65.0,Mystery Case Files: MillionHeir,DS,"Sep 8, 2008",,/game/ds/mystery-case-files-millionheir,E,['Griptonite Games'],"['Hidden Object', 'Puzzle', 'General', 'Adventure', 'Miscellaneous']"
671,,Super Mario RPG: Legend of the Seven Stars,WII,"Sep 1, 2008",8.8,/game/wii/super-mario-rpg-legend-of-the-seven-stars,E,['SquareSoft'],"['Role-Playing', 'Console-style RPG']"
672,,Clu Clu Land,WII,"Sep 1, 2008",,/game/wii/clu-clu-land,E,['Nintendo'],"['Action', 'General']"
673,69.0,Mario Super Sluggers,WII,"Aug 25, 2008",7.8,/game/wii/mario-super-sluggers,E,['Namco Bandai Games'],"['Arcade', 'Traditional', 'Team', 'Sports', 'Baseball']"
674,,Donkey Kong 3,WII,"Jul 14, 2008",,/game/wii/donkey-kong-3,E,['Nintendo'],"['Action', '2D', 'General', 'Platformer']"
675,70.0,Magnetica Twist,WII,"Jun 30, 2008",8.0,/game/wii/magnetica-twist,E,['Mitchell'],"['Miscellaneous', 'Puzzle', 'General', 'Matching']"
676,47.0,My Pokemon Ranch,WII,"Jun 9, 2008",5.2,/game/wii/my-pokemon-ranch,E,['Ambrella'],"['Simulation', 'Virtual', 'Miscellaneous', 'Virtual Life']"
677,72.0,Dr. Mario Online RX,WII,"May 26, 2008",8.2,/game/wii/dr-mario-online-rx,E,"['Arika', ' Nintendo']","['Miscellaneous', 'Puzzle', 'Matching']"
678,80.0,Wii Fit,WII,"May 19, 2008",7.7,/game/wii/wii-fit,E,['Nintendo'],"['Miscellaneous', 'Sports', 'General', 'Exercise / Fitness']"
679,67.0,CrossworDS,DS,"May 5, 2008",6.8,/game/ds/crosswords,E,['Nuevo Retro Games'],"['Miscellaneous', 'Puzzle', 'General', 'Logic']"
680,,Pokemon Puzzle League,WII,"May 5, 2008",7.9,/game/wii/pokemon-puzzle-league,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Matching']"
681,82.0,Mario Kart Wii,WII,"Apr 27, 2008",8.4,/game/wii/mario-kart-wii,E,['Nintendo'],"['Arcade', 'Kart', 'Driving', 'Racing', 'Automobile']"
682,59.0,Pokemon Mystery Dungeon: Explorers of Darkness,DS,"Apr 20, 2008",8.5,/game/ds/pokemon-mystery-dungeon-explorers-of-darkness,E,['ChunSoft'],"['Role-Playing', 'Console-style RPG', 'Roguelike']"
683,60.0,Pokemon Mystery Dungeon: Explorers of Time,DS,"Apr 20, 2008",8.5,/game/ds/pokemon-mystery-dungeon-explorers-of-time,E,['ChunSoft'],"['Role-Playing', 'Console-style RPG', 'Roguelike']"
684,,Yoshi's Cookie,WII,"Apr 7, 2008",,/game/wii/yoshis-cookie,E,['Bullet Proof Software'],"['Miscellaneous', 'Puzzle', 'General']"
685,,Cruis'n USA,WII,"Mar 31, 2008",,/game/wii/cruisn-usa,E,['Midway'],"['Arcade', 'Driving', 'Racing']"
686,93.0,Super Smash Bros. Brawl,WII,"Mar 9, 2008",8.8,/game/wii/super-smash-bros-brawl,T,['Game Arts'],"['3D', 'Action', '2D', 'Fighting']"
687,,Kirby 64: The Crystal Shards,WII,"Feb 25, 2008",8.6,/game/wii/kirby-64-the-crystal-shards,E,['HAL Labs'],"['3D', 'Action', 'Platformer']"
688,85.0,Professor Layton and the Curious Village,DS,"Feb 10, 2008",8.5,/game/ds/professor-layton-and-the-curious-village,E,['Level 5'],"['Edutainment', 'Puzzle', 'General', 'Adventure', 'Miscellaneous']"
689,,1080: TenEighty Snowboarding,WII,"Jan 28, 2008",8.3,/game/wii/1080-teneighty-snowboarding,E,['Nintendo'],"['Snowboarding', 'Sports', 'Alternative']"
690,70.0,Mario & Sonic at the Olympic Games,DS,"Jan 22, 2008",7.2,/game/ds/mario-sonic-at-the-olympic-games,E,"['Sega', ' Nintendo', ' Sega Sports R&D']","['Olympic Sports', 'Sports', 'Athletics', 'Individual']"
691,72.0,Endless Ocean,WII,"Jan 21, 2008",8.2,/game/wii/endless-ocean,E,['Arika'],"['3D', 'Adventure', 'General', 'Third-Person']"
692,,Adventures of Lolo 2,WII,"Jan 21, 2008",,/game/wii/adventures-of-lolo-2,E,['Nintendo'],"['Action', 'Miscellaneous', 'Puzzle']"
693,86.0,Advance Wars: Days of Ruin,DS,"Jan 21, 2008",8.7,/game/ds/advance-wars-days-of-ruin,E10+,['Intelligent Systems'],"['Modern', 'Turn-Based', 'Tactics', 'Strategy']"
694,,StarTropics,WII,"Jan 7, 2008",,/game/wii/startropics,E,['Nintendo'],"['Modern', 'Action Adventure']"
695,,Donkey Kong Country 3: Dixie Kong's Double Trouble,WII,"Dec 24, 2007",8.3,/game/wii/donkey-kong-country-3-dixie-kongs-double-trouble,E,['Rare Ltd.'],"['Action', '2D', 'Platformer']"
696,,Pokemon Snap,WII,"Dec 10, 2007",7.8,/game/wii/pokemon-snap,E,['Hal'],"['Action', 'General']"
697,69.0,Master of Illusion,DS,"Nov 26, 2007",,/game/ds/master-of-illusion,E,"['Eighting', ' Tenyo']","['Application', 'Miscellaneous', 'Puzzle', 'General']"
698,,Vegas Stakes,WII,"Nov 26, 2007",,/game/wii/vegas-stakes,E,['Hal'],"['Parlor', 'Miscellaneous', 'Gambling']"
699,72.0,Mario Party DS,DS,"Nov 19, 2007",7.9,/game/ds/mario-party-ds,E,['Hudson Soft'],"['Party / Minigame', 'Party', 'Miscellaneous']"
700,,Wrecking Crew,WII,"Nov 19, 2007",,/game/wii/wrecking-crew,E,['Nintendo'],"['Action', '2D', 'Platformer']"
701,68.0,Link's Crossbow Training,WII,"Nov 19, 2007",7.1,/game/wii/links-crossbow-training,T,['Nintendo'],"['Light Gun', 'Action', 'Shooter']"
702,97.0,Super Mario Galaxy,WII,"Nov 12, 2007",9.0,/game/wii/super-mario-galaxy,E,['Nintendo'],"['3D', 'Action', 'Platformer']"
703,,Volleyball,WII,"Nov 12, 2007",,/game/wii/volleyball,E,['Nintendo'],"['Volleyball', 'Sports', 'Traditional']"
704,67.0,Mario & Sonic at the Olympic Games,WII,"Nov 6, 2007",7.7,/game/wii/mario-sonic-at-the-olympic-games,E,"['Sega', ' Nintendo', ' Sega Sports R&D']","['Olympic Sports', 'Sports', 'Athletics', 'Individual']"
705,,Super Mario Bros. 3,WII,"Nov 5, 2007",8.7,/game/wii/super-mario-bros-3,E,['Nintendo'],"['Action', '2D', 'Platformer']"
706,75.0,Battalion Wars 2,WII,"Oct 29, 2007",7.8,/game/wii/battalion-wars-2,T,['Kuju Entertainment'],"['Real-Time', 'Tactics', 'Strategy', 'Military']"
707,59.0,Flash Focus: Vision Training in Minutes a Day,DS,"Oct 15, 2007",4.4,/game/ds/flash-focus-vision-training-in-minutes-a-day,E,"['Nintendo', ' Namco Bandai Games']","['Miscellaneous', 'Edutainment']"
708,46.0,Donkey Kong: Barrel Blast,WII,"Oct 8, 2007",7.0,/game/wii/donkey-kong-barrel-blast,E,['Paon Corporation'],"['Arcade', 'Other', 'Kart', 'Driving', 'Racing']"
709,90.0,The Legend of Zelda: Phantom Hourglass,DS,"Oct 1, 2007",8.0,/game/ds/the-legend-of-zelda-phantom-hourglass,E,['Nintendo'],"['Open-World', 'Fantasy', 'Action Adventure']"
710,,Super Mario Bros.: The Lost Levels,WII,"Oct 1, 2007",6.1,/game/wii/super-mario-bros-the-lost-levels,E,['Nintendo'],"['Action', '2D', 'Platformer']"
711,,Sin and Punishment,WII,"Oct 1, 2007",8.5,/game/wii/sin-and-punishment,T,['Treasure'],"['Action', 'General']"
712,78.0,Chibi-Robo! Park Patrol,DS,"Sep 24, 2007",7.7,/game/ds/chibi-robo!-park-patrol,E,['Skip Ltd.'],"['General', 'Fantasy', 'Action Adventure']"
713,,Kirby's Avalanche,WII,"Sep 24, 2007",,/game/wii/kirbys-avalanche,E,['Hal'],"['Miscellaneous', 'Puzzle', 'General']"
714,,Yoshi's Story,WII,"Sep 17, 2007",,/game/wii/yoshis-story,E,['Nintendo'],"['Action', '2D', 'Platformer']"
715,77.0,DK: Jungle Climber,DS,"Sep 10, 2007",6.7,/game/ds/dk-jungle-climber,E,['Paon Corporation'],"['Action', 'General']"
716,,NES Play Action Football,WII,"Sep 10, 2007",,/game/wii/nes-play-action-football,E,['Nintendo'],"['Sports', 'Sim', 'Football', 'Traditional']"
717,,Donkey Kong Jr. Math,WII,"Sep 3, 2007",3.8,/game/wii/donkey-kong-jr-math,E,['Nintendo'],"['Miscellaneous', 'Edutainment']"
718,90.0,Metroid Prime 3: Corruption,WII,"Aug 27, 2007",8.8,/game/wii/metroid-prime-3-corruption,T,['Retro Studios'],"['Arcade', 'Action', 'Sci-Fi', 'First-Person', 'Shooter']"
719,77.0,Brain Age 2: More Training in Minutes a Day,DS,"Aug 20, 2007",7.3,/game/ds/brain-age-2-more-training-in-minutes-a-day,E,['Nintendo'],"['Miscellaneous', 'Edutainment']"
720,,Super Metroid,WII,"Aug 20, 2007",9.2,/game/wii/super-metroid,E,['Nintendo'],"['Action', '2D', 'Platformer']"
721,,Shining in the Darkness,WII,"Aug 13, 2007",,/game/wii/shining-in-the-darkness,E,['Climax Entertainment'],"['Role-Playing', 'First-Person']"
722,,Metroid,WII,"Aug 13, 2007",7.7,/game/wii/metroid,E,['Nintendo'],"['Action', '2D', 'Platformer']"
723,,Wave Race 64,WII,"Aug 6, 2007",8.3,/game/wii/wave-race-64,E,['Nintendo'],"['Snow / Water', 'Driving', 'Racing']"
724,79.0,Mario Strikers Charged,WII,"Jul 30, 2007",8.2,/game/wii/mario-strikers-charged,E10+,['Next Level Games'],"['Arcade', 'Soccer', 'Traditional', 'Team', 'Sports']"
725,83.0,Picross DS,DS,"Jul 30, 2007",8.0,/game/ds/picross-ds,E,['Jupiter Corporation'],"['Miscellaneous', 'Puzzle', 'Logic']"
726,,Kirby's Dream Course,WII,"Jul 23, 2007",,/game/wii/kirbys-dream-course,E,['Nintendo'],"['Arcade', 'Sports', 'Golf', 'Traditional']"
727,,Paper Mario,WII,"Jul 16, 2007",8.8,/game/wii/paper-mario,E,['Intelligent Systems'],"['Role-Playing', 'Console-style RPG']"
728,,Balloon Fight,WII,"Jul 16, 2007",6.2,/game/wii/balloon-fight,E,['Nintendo'],"['Action', 'General']"
729,,Yoshi,WII,"Jul 9, 2007",,/game/wii/yoshi,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
730,,Mach Rider,WII,"Jul 9, 2007",,/game/wii/mach-rider,E,['Nintendo'],"['Street', 'Motorcycle', 'Driving', 'Racing']"
731,,Super Mario Bros. 2,WII,"Jul 2, 2007",7.8,/game/wii/super-mario-bros-2,E,['Nintendo'],"['Action', '2D', 'Platformer']"
732,53.0,Pokemon Battle Revolution,WII,"Jun 25, 2007",6.6,/game/wii/pokemon-battle-revolution,E,['Genius Sonority Inc.'],"['Turn-Based', 'Strategy', 'General', 'Fantasy']"
